VectorID,Name,Vector Type,Source,Sequence Available,URL,Length,MFE,MFE_per_nt,Status
3468,pLP-IRESneo,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3468/,,,,
3469,pLP-LNCX,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3469/,,,,
3471,pLP-RevTRE,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3471/,,,,
3472,pLP-TRE2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3472/,,,,
6711,pLPS-3'EGFP,"Mammalian Expression, Cre/Lox, Acceptor Vector",Clontech,Yes,https://www.addgene.org/vector-database/6711/,,,,
3491,pLXRN,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3491/,,,,
3498,pM5 neo,Mammalian Expression,,No,https://www.addgene.org/vector-database/3498/,,,,
3523,pmaxCloning,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3523/,,,,
3524,pmaxFP-Green-C,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3524/,,,,
3525,pmaxFP-Green-N,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3525/,,,,
3526,pmaxFP-Red-C,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3526/,,,,
3527,pmaxFP-Red-N,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3527/,,,,
3528,pmaxFP-Yellow-C,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3528/,,,,
3529,pmaxFP-Yellow-N,Mammalian Expression,Amaxa,Yes,https://www.addgene.org/vector-database/3529/,,,,
3552,pmCherry-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3552/,,,,
3553,pmCherry-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3553/,6292,-2242.9,-0.35646853146853147,ok
6220,pME-HA (linearized),Mammalian Expression,Lucigen,Yes,https://www.addgene.org/vector-database/6220/,,,,
3558,pME18S-FL,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/3558/,,,,
3582,pMIR-report,Mammalian Expression,Ambion,Yes,https://www.addgene.org/vector-database/3582/,6673,-2268.7,-0.3399820170837704,ok
5778,pMM2,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/5778/,,,,
3627,pMRB101,Mammalian Expression,,No,https://www.addgene.org/vector-database/3627/,8153,-3159.0,-0.3874647369066601,ok
6221,pmRi-mCherry,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6221/,,,,
6222,pmRi-ZsGreen1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/6222/,,,,
3650,PMT2,Mammalian Expression,unknown,Yes,https://www.addgene.org/vector-database/3650/,8019,-2896.6,-0.3612171093652575,ok
3651,pMT21,Mammalian Expression,,No,https://www.addgene.org/vector-database/3651/,,,,
3652,PMT2VA-,Mammalian Expression,Unknown,No,https://www.addgene.org/vector-database/3652/,,,,
3655,pMTH,Mammalian Expression,,No,https://www.addgene.org/vector-database/3655/,,,,
3671,pMX,"Mammalian Expression, Retroviral",,No,https://www.addgene.org/vector-database/3671/,8920,-3193.1,-0.3579708520179372,ok
3672,pMX-EGFP-gw-IP,"Mammalian Expression, Retroviral",,No,https://www.addgene.org/vector-database/3672/,,,,
3673,pMX-IRES-GFP,"Mammalian Expression, Retroviral",,No,https://www.addgene.org/vector-database/3673/,,,,
3674,pMXs,"Mammalian Expression, Retroviral",,Yes,https://www.addgene.org/vector-database/3674/,7828,-2979.0,-0.380556974961676,ok
3675,pMXs-GW,"Mammalian Expression, Retroviral",,Yes,https://www.addgene.org/vector-database/3675/,,,,
3676,pMXs-IP,"Mammalian Expression, Retroviral",,Yes,https://www.addgene.org/vector-database/3676/,,,,
7103,pMyc-CMV1,Mammalian Expression,Sigma (Flag to Myc modified by Dr. Golenbock),Yes,https://www.addgene.org/vector-database/7103/,,,,
6414,pMyc3,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6414/,,,,
3678,pN3,Mammalian Expression,Guntram Suske,Yes,https://www.addgene.org/vector-database/3678/,,,,
3688,pNeoEGFP,Mammalian Expression,Clontech (discontinued),Yes,https://www.addgene.org/vector-database/3688/,,,,
6223,pNTAP-A,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6223/,,,,
6224,pNTAP-B,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6224/,,,,
6205,pNTAP-C,Mammalian Expression,Agilent Technologies,Yes,https://www.addgene.org/vector-database/6205/,,,,
3743,pOCAT,Mammalian Expression,,No,https://www.addgene.org/vector-database/3743/,,,,
8608,pOPRSVICat,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/8608/,,,,
3781,pOZ-N,Mammalian Expression,Created by Yoshihiro Nakatani,No,https://www.addgene.org/vector-database/3781/,,,,
3825,pPNT,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/3825/,,,,
3907,pRc/CMV,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/3907/,,,,
3908,pRc/RSV,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/3908/,6702,-2536.5,-0.37846911369740377,ok
3916,pRDI292,"Mammalian Expression, RNAi",Richard Iggo,Yes,https://www.addgene.org/vector-database/3916/,9483,-3334.2,-0.35159759569756405,ok
3918,pREP4,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/3918/,6161,-2331.8,-0.3784775198831359,ok
3926,pRetroSuper,"Mammalian Expression, Retroviral, RNAi",Netherlands Cancer Institute (NKI/AvL),Yes,https://www.addgene.org/vector-database/3926/,6376,-2413.1,-0.3784661229611041,ok
3927,pRevTRE,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/3927/,,,,
6416,pRFP3,Mammalian Expression,PKC Lab http://www.pkclab.org/index.htm,No,https://www.addgene.org/vector-database/6416/,,,,
3944,pRK5,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/3944/,,,,
3945,pRK5-Myc,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/3945/,5291,-1850.7,-0.3497826497826498,ok
3947,pRL-CMV,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/3947/,,,,
3948,pRL-null,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/3948/,,,,
3949,pRL-SV40,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/3949/,,,,
3950,pRL-TK,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/3950/,,,,
3958,pRNAT-CMV3.1/Puro,Mammalian Expression,GenScript,Yes,https://www.addgene.org/vector-database/3958/,,,,
4007,pRST7,Mammalian Expression,,No,https://www.addgene.org/vector-database/4007/,,,,
4021,pRV.GFP,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/4021/,,,,
4070,pSEAP2-Basic,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4070/,,,,
4071,pSecTag/FRT/V5 His TOPO,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4071/,,,,
4072,pSecTag2,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4072/,,,,
4073,pSecTag2 A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4073/,,,,
4074,pSecTag2/Hygro A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4074/,,,,
4075,pSecTag2/Hygro B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4075/,,,,
4076,pSecTag2/Hygro C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4076/,,,,
6322,pSELECT-zeo-Lucia,"Mammalian Expression, Luciferase",,Yes,https://www.addgene.org/vector-database/6322/,,,,
6323,pSF-CMV-EMCV-FLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6323/,,,,
6324,pSF-CMV-EMCV-RLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6324/,,,,
6325,pSF-CMV-FLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6325/,,,,
6326,pSF-CMV-FMDV-FLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6326/,,,,
6327,pSF-CMV-FMDV-RLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6327/,,,,
6328,pSF-CMV-PGK-FLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6328/,,,,
6329,pSF-CMV-PGK-RLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6329/,,,,
6330,pSF-CMV-RLuc,"Mammalian Expression, Luciferase",Promega,Yes,https://www.addgene.org/vector-database/6330/,,,,
6331,pSF-CMV-RSV-FLuc AscI,"Mammalian Expression, Luciferase",Oxford Genetics,Yes,https://www.addgene.org/vector-database/6331/,,,,
6332,pSF-CMV-Ub-FLuc AscI,"Mammalian Expression, Luciferase",Oxford Genetics,Yes,https://www.addgene.org/vector-database/6332/,,,,
6333,pSF-CMV-Ub-RLuc AscI,"Mammalian Expression, Luciferase",Oxford Genetics,Yes,https://www.addgene.org/vector-database/6333/,,,,
4083,pSFFV-neo,Mammalian Expression,,No,https://www.addgene.org/vector-database/4083/,8069,-2766.9,-0.34290494485066303,ok
4105,pShuttle CMV,Mammalian Expression,Stratagene,Yes,https://www.addgene.org/vector-database/4105/,4041,-1527.2,-0.3779262558772581,ok
4106,pShuttle-CMV lacZ,Mammalian Expression,Stratagene,Yes,https://www.addgene.org/vector-database/4106/,,,,
4107,pShuttle-IRES-hrGFP-1,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4107/,,,,
4108,pShuttle-IRES-hrGFP-2,Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4108/,,,,
8276,psiCHECK(TM)-2,"RNAi, Mammalian Expression",Promega,Yes,https://www.addgene.org/vector-database/8276/,,,,
4113,psiCHECK-1,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4113/,3578,-1259.0,-0.3518725544997205,ok
4114,psiCHECK-2,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4114/,,,,
4115,pSIH1-H1-copGFP,Mammalian Expression,System Biosciences,Yes,https://www.addgene.org/vector-database/4115/,,,,
4116,pSIH1-H1-Puro,Mammalian Expression,System Biosciences,Yes,https://www.addgene.org/vector-database/4116/,,,,
4117,pSilencer 1.0-U6,Mammalian Expression,Ambion,Yes,https://www.addgene.org/vector-database/4117/,,,,
4118,pSilencer 2.0-U6,Mammalian Expression,Ambion,Yes,https://www.addgene.org/vector-database/4118/,,,,
4119,pSilencer 3.0-H1,Mammalian Expression,Ambion,Yes,https://www.addgene.org/vector-database/4119/,,,,
4120,psiLentGene Basic,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4120/,,,,
4121,psiLentGene Hygromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4121/,,,,
4122,psiLentGene Neomycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4122/,,,,
4123,psiLentGene Puromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4123/,,,,
4124,pSIREN-DNR,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4124/,,,,
4125,pSIREN-DNR-DsRed-Express,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4125/,,,,
4127,pSIREN-RetroQ-ZsGreen,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4127/,,,,
4128,pSIREN-Shuttle,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4128/,,,,
4129,psiSTRIKE Basic,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4129/,,,,
4130,psiSTRIKE hMGFP,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4130/,,,,
4131,psiSTRIKE Hygromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4131/,,,,
4132,psiSTRIKE Neomycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4132/,,,,
4133,psiSTRIKE Puromycin,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4133/,,,,
4233,pSUPER,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4233/,5422,-2087.9,-0.3850793065289561,ok
4234,pSUPER.neo,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4234/,,,,
4235,pSUPER.neo+GFP,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4235/,,,,
4236,pSUPER.puro,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4236/,,,,
4237,pSUPER.retro.neo,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4237/,,,,
4238,pSUPER.retro.neo+GFP,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4238/,,,,
4239,pSUPER.retro.puro,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4239/,,,,
4240,pSUPERIOR.basic,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4240/,,,,
4241,pSUPERIOR.neo,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4241/,,,,
4242,pSUPERIOR.neo+GFP,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4242/,,,,
4243,pSUPERIOR.puro,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4243/,,,,
4244,pSUPERIOR.retro.neo,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4244/,,,,
4245,pSUPERIOR.retro.neo+gfp,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4245/,,,,
4246,pSUPERIOR.retro.puro,"Mammalian Expression, RNAi",OligoEngine,Yes,https://www.addgene.org/vector-database/4246/,,,,
4248,pSV-beta-Galactosidase,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4248/,,,,
4249,pSV-SPORT,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4249/,,,,
4262,pSV2neo,Mammalian Expression,ATCC,Yes,https://www.addgene.org/vector-database/4262/,8091,-2915.8,-0.36037572611543695,ok
6352,pSV40-CLuc,"Mammalian Expression, Luciferase",New England Biolabs,Yes,https://www.addgene.org/vector-database/6352/,,,,
4280,pSVE,Mammalian Expression,,No,https://www.addgene.org/vector-database/4280/,,,,
4298,pT-REx-DEST30,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4298/,7040,-2774.8,-0.3941477272727273,ok
4299,pT-REx-DEST31,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4299/,,,,
4329,pTA-Luc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4329/,5057,-1705.84,-0.33732252323511963,ok
4330,pTA-SEAP,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4330/,,,,
4344,pTAL-d2EGFP,Mammalian Expression,Clontech,No,https://www.addgene.org/vector-database/4344/,,,,
4345,pTAL-Luc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4345/,,,,
4346,pTAL-SEAP,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4346/,,,,
4347,pTarget Vector,Mammalian Expression,Promega,Yes,https://www.addgene.org/vector-database/4347/,,,,
4364,pTet-Splice,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4364/,,,,
4376,pTimer-1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4376/,,,,
6358,pTK-GLuc,"Mammalian Expression, Luciferase",New England Biolabs,Yes,https://www.addgene.org/vector-database/6358/,,,,
4394,pTracer-CMV/Bsd,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4394/,,,,
4395,pTracer-CMV2,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4395/,,,,
4396,pTracer-EF/Bsd,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4396/,,,,
4397,pTracer-EF/V5-His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4397/,,,,
4398,pTracer-EF/V5-His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4398/,,,,
4399,pTracer-EF/V5-His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4399/,,,,
4400,pTracer-SV40,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4400/,,,,
4407,pTRE-6xHN,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4407/,,,,
4408,pTRE-HA,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4408/,,,,
4409,pTRE-myc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4409/,,,,
4410,pTRE-shuttle2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4410/,,,,
4411,pTRE-tight,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4411/,,,,
4412,pTRE2,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4412/,4480,-1441.9,-0.3218526785714286,ok
4413,pTRE2hyg,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4413/,,,,
4414,pTRE2hyg2-6xHN,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4414/,,,,
4415,pTRE2hyg2-HA,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4415/,,,,
4416,pTRE2hyg2-Myc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4416/,,,,
4417,pTRE2pur,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4417/,,,,
4418,pTRE2pur-6xHN,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4418/,,,,
4419,pTRE2pur-HA,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4419/,,,,
4420,pTRE2pur-Myc,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4420/,,,,
4421,pTriEx-1.1,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4421/,,,,
4422,pTriEx-2,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4422/,,,,
4423,pTriEx-3,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4423/,,,,
4424,pTriEx-4,"Mammalian expression, Bacterial Expression, Insect Expression",Novagen,Yes,https://www.addgene.org/vector-database/4424/,,,,
4425,pTriEx-4 Hygro,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4425/,,,,
4426,pTriEx-4 Neo,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4426/,,,,
4427,pTriEx-5,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4427/,,,,
4428,pTriEx-6,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4428/,,,,
4429,pTriEx-7,"Mammalian Expression,",Novagen,Yes,https://www.addgene.org/vector-database/4429/,,,,
4438,pTS13,Mammalian Expression,,No,https://www.addgene.org/vector-database/4438/,,,,
7108,pTT5,Mammalian Expression,Yves Durocher,Yes,https://www.addgene.org/vector-database/7108/,,,,
4476,pUB6/V5/His A,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4476/,5851,-2065.5,-0.35301657836267303,ok
4477,pUB6/V5/His B,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4477/,6379,-2320.1,-0.3637090453049067,ok
4478,pUB6/V5/His C,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/4478/,,,,
4550,pUHD10-3,Mammalian Expression,Manfred Gossen,Yes,https://www.addgene.org/vector-database/4550/,5410,-1657.3,-0.3063401109057301,ok
4551,pUHG17-1,Mammalian Expression,,Yes,https://www.addgene.org/vector-database/4551/,,,,
4561,pUMVC3-gag-pol,Mammalian Expression,University of Michigan Vector Core,Yes,https://www.addgene.org/vector-database/4561/,,,,
8274,pVAX1,Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/8274/,,,,
4610,pVETL-Cmcs,Mammalian Expression,Henry L Paulson,No,https://www.addgene.org/vector-database/4610/,,,,
7780,pVITRO2-blasti-mcs,"Mammalian Expression, bicistronic",invivogen,Yes,https://www.addgene.org/vector-database/7780/,,,,
4616,pVITRO2-hygro-mcs,"Mammalian Expression, bicistronic",InvivoGen,Yes,https://www.addgene.org/vector-database/4616/,,,,
7779,pVITRO2-neo-mcs,"Mammalian Expression, bicistronic",invivogen,Yes,https://www.addgene.org/vector-database/7779/,,,,
4628,pVP16,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4628/,,,,
4629,pVPack-10A1 (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4629/,,,,
4630,pVPack-Ampho (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4630/,,,,
4631,pVPack-Eco (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4631/,,,,
4632,pVPack-GP (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4632/,,,,
4633,pVPack-VSV-G (ViraPort),Mammalian Expression,Stratagene,No,https://www.addgene.org/vector-database/4633/,,,,
4671,pWZL Blast,Mammalian Expression,Millenium Pharmaceuticals,No,https://www.addgene.org/vector-database/4671/,,,,
4672,pWZL Blast2,Mammalian Expression,,No,https://www.addgene.org/vector-database/4672/,,,,
4673,pWZL Neo,Mammalian Expression,,No,https://www.addgene.org/vector-database/4673/,6528,-2541.2,-0.3892769607843137,ok
5708,pZeoSV2 (+),Mammalian Expression,Invitrogen,Yes,https://www.addgene.org/vector-database/5708/,9732,-3543.1,-0.3640669954788327,ok
4752,pZIP-neoSVX1,Mammalian Expression,,No,https://www.addgene.org/vector-database/4752/,,,,
4760,pZsGreen1-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4760/,,,,
4761,pZsGreen1-DR,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4761/,,,,
4762,pZsGreen1-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4762/,,,,
4764,pZsYellow1-C1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4764/,,,,
4765,pZsYellow1-N1,Mammalian Expression,Clontech,Yes,https://www.addgene.org/vector-database/4765/,,,,
4820,TREx pcDNA4/TO,Mammalian Expression,Invitrogen,No,https://www.addgene.org/vector-database/4820/,,,,
4821,TREx pcDNA4/TO/mycHis,Mammalian Expression,Invitrogen,No,https://www.addgene.org/vector-database/4821/,,,,
4822,TREx pcDNA5/TO,Mammalian Expression,Invitrogen,No,https://www.addgene.org/vector-database/4822/,,,,
4823,TREx pcDNA6/TR,Mammalian Expression,Invitrogen,No,https://www.addgene.org/vector-database/4823/,,,,
