Name,Protein id,Contig id,Start,Stop,Strand,symbol,name,Scope,Type,Subtype,Class,Subclass,Method,Target length,Reference sequence length,pct_cov,pct_identity,Alignment length,Closest reference accession,Closest reference name,HMM accession,HMM description,sequence
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0027,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0027
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0027,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0027
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0028,1467,2324,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0028
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0028,4346,4966,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0028
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0029,1391,2248,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0029
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0029,4270,4890,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0029
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0030,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0030
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0030,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0030
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0031,1486,2343,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0031
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0031,4365,4985,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0031
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0032,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0032
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0032,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0032
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0033,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0033
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0033,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0033
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0034,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0034
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0034,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0034
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0035,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0035
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0035,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0035
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0036,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0036
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0036,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0036
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0037,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0037
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0037,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0037
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0038,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0038
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0038,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0038
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0039,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0039
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0039,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0039
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0040,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0040
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0040,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0040
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0041,1644,2501,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0041
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0041,4523,5143,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0041
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0042,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0042
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0042,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0042
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0043,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0043
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0043,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0043
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0044,1447,2304,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0044
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0044,4326,4946,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0044
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0045,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0045
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0045,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0045
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0046,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0046
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0046,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0046
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0047,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0047
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0047,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0047
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0048,1650,2507,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0048
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0048,4529,5149,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0048
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0049,1638,2495,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,McClain_PlasmidGPT_RL_GFP_cassette_0049
McClain_PlasmidGPT_RL_GFP_cassette,,McClain_PlasmidGPT_RL_GFP_cassette_0049,4517,5137,-,tet(C),tetracycline efflux MFS transporter Tet(C),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,207,396,52.27,100.0,207,WP_001297013.1,tetracycline efflux MFS transporter Tet(C),,,McClain_PlasmidGPT_RL_GFP_cassette_0049
